hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
1103001A05401                          ,Total,2015-04-29,Rural,Oshana,Female,60+,No formal education,4,Oshiwambo,35.1272776748772,1,0,0,0,0,3.0,,,,,gifts_friends__neighbours__relatives,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1103001A03901                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Secondary,9,Oshiwambo,129.137846681201,1,1,1,0,0,2.0,7.0,6.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,,0,1,1,0,0.0,,450.0,225.0,,,,450.0,75.0,,,,0.0,0.0,,,,0.0,150.0,,,0
1103001A02701                          ,Total,2015-04-29,Rural,Oshana,Male,60+,No formal education,1,Oshiwambo,222.41003819884102,1,0,1,1,0,2.0,,2.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,700.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1103001A01801                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Secondary,8,Oshiwambo,93.8435640701523,1,1,1,1,1,1.0,7.0,3.0,5.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,1,1,1,0,0.0,15.0,500.0,25.0,,,15.0,500.0,25.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1103001A00701                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Secondary,6,Oshiwambo,7.77884924,1,1,0,0,1,2.0,7.0,,,7.0,own_production_garden__livestock,own_production_garden__livestock,,,bought_using_cash,1,1,1,0,0.0,50.0,1250.0,200.0,,,25.0,1200.0,150.0,,,0.0,50.0,50.0,,,25.0,0.0,0.0,,,0
0607135A00701                          ,Total,2015-04-29,Urban,Khomas,Female,18-59,Secondary,10,Oshiwambo,140.48769385772698,1,1,0,1,0,2.0,7.0,,4.0,,bought_using_cash,gifts_friends__neighbours__relatives,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0506005A00402                          ,Total,2015-04-29,Rural,Kavango West,Female,60+,No formal education,7,Rukavango,15.581507377623401,1,1,0,1,0,1.0,5.0,,5.0,,bought_on_credit,bought_using_cash,,bought_on_credit,,1,1,0,0,0.0,50.0,200.0,,,,50.0,200.0,,,,0.0,0.0,,,,0.0,0.0,,,,0
0506005A01204                          ,Total,2015-04-29,Rural,Kavango West,Male,18-59,No formal education,10,Rukavango,30.875220730683107,0,1,0,1,0,,5.0,,5.0,,,own_production_garden__livestock,,own_production_garden__livestock,,1,0,0,0,0.0,250.0,,,,,200.0,,,,,50.0,,,,,0.0,,,,,0
1103001B01201                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Primary,3,Oshiwambo,69.157654069805,0,1,0,1,1,,7.0,,7.0,7.0,,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,150.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
0506005A02003                          ,Total,2015-04-29,Rural,Kavango West,Female,60+,No formal education,1,Rukavango,23.5533001601936,1,1,0,1,0,1.0,7.0,,7.0,,gifts_friends__neighbours__relatives,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029B00901                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Tertiary,10,Other,87.93803091552071,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0609029B00701                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Tertiary,10,German,59.410048007401706,1,1,1,0,0,5.0,5.0,1.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029B00403                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Tertiary,10,Other,50.7134585643011,1,1,1,1,1,3.0,6.0,1.0,1.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029A02001                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Secondary,10,Other,80.29837446219,1,1,1,1,1,4.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029A01101                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Secondary,10,Oshiwambo,85.0319595030536,1,1,0,1,0,3.0,7.0,,3.0,,from_employer,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029A00601                          ,Total,2015-04-29,Urban,Khomas,Female,18-59,No formal education,8,Nama/Damara,49.0239425033815,1,1,1,1,0,4.0,4.0,2.0,4.0,,from_employer,from_employer,from_employer,from_employer,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029A00102                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Secondary,10,Oshiwambo,85.0319595030536,1,1,1,1,0,7.0,3.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
1304016A00301                          ,Total,2015-04-29,Rural,Otjozondjupa,Male,18-59,Primary,3,Otjiherero,45.6403872737415,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1304016A00501                          ,Total,2015-04-29,Rural,Otjozondjupa,Male,18-59,Primary,7,Khoisan,39.187494121715005,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0506005A02502                          ,Total,2015-04-29,Rural,Kavango West,Male,18-59,Primary,7,Rukavango,31.921613592470198,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,350.0,,,,,6.0,,,,,0.0,,,,,0.0,,,,,0
1103001B02101                          ,Total,2015-04-29,Rural,Oshana,Male,60+,Primary,4,Oshiwambo,113.088688585571,1,1,1,1,0,7.0,3.0,2.0,3.0,,own_production_garden__livestock,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,150.0,75.0,,,,20.0,40.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1103001B02901                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,Secondary,8,Oshiwambo,79.9462207586055,1,0,1,0,1,3.0,,2.0,,6.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,1,0,0,0.0,,100.0,,,,,60.0,,,,,0.0,,,,,0.0,,,,0
1103001B04301                          ,Total,2015-04-29,Rural,Oshana,Male,0-18,,5,Oshiwambo,108.147713449539,1,0,0,0,0,3.0,,,,,gifts_friends__neighbours__relatives,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0508010A01601                          ,Total,2015-04-29,Rural,Kavango West,Male,18-59,Secondary,1,Rukavango,64.1544026774224,0,1,0,1,1,,7.0,,2.0,2.0,,bought_using_cash,,bought_using_cash,bought_using_cash,1,1,1,0,0.0,10.0,50.0,50.0,,,10.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
0508010A01101                          ,Total,2015-04-29,Rural,Kavango West,Female,18-59,Secondary,2,Rukavango,28.1989635821424,0,1,0,1,1,,7.0,,7.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,1,1,0,0,0.0,150.0,100.0,,,,150.0,100.0,,,,0.0,0.0,,,,0.0,0.0,,,,0
0508010A00703                          ,Total,2015-04-29,Rural,Kavango West,Male,18-59,Secondary,7,Rukavango,23.3941495475421,1,1,0,1,1,2.0,3.0,,1.0,1.0,gifts_friends__neighbours__relatives,bought_using_cash,,bought_using_cash,gifts_friends__neighbours__relatives,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0508010A00501                          ,Total,2015-04-29,Rural,Kavango West,Female,18-59,Secondary,7,Rukavango,16.0866965256259,1,1,1,1,1,7.0,6.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0508010A00101                          ,Total,2015-04-29,Rural,Kavango West,Female,60+,Primary,4,Rukavango,44.9521710455367,1,0,0,1,1,7.0,,,7.0,7.0,bought_using_cash,,,bought_using_cash,bought_using_cash,1,1,1,0,0.0,100.0,225.0,75.0,,,100.0,225.0,75.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
0609029B01602                          ,Total,2015-04-29,Urban,Khomas,Female,18-59,Secondary,9,Nama/Damara,49.5338785914141,1,1,1,1,1,5.0,2.0,1.0,7.0,5.0,from_employer,bought_using_cash,bought_using_cash,bought_using_cash,from_employer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029B01301                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,72.0302148793637,1,1,1,0,0,4.0,5.0,2.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1105008B02601                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,No formal education,6,Oshiwambo,102.07788065049299,1,1,1,1,0,1.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,100.0,10.0,,,,100.0,10.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1105008B02201                          ,Total,2015-04-29,Rural,Oshana,Female,60+,Primary,6,Oshiwambo,63.42587150291389,1,1,1,1,0,7.0,7.0,3.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,1,1,1,0,0.0,10.0,75.0,20.0,,,8.0,50.0,20.0,,,0.0,25.0,0.0,,,0.0,0.0,0.0,,,0
1105008B01701                          ,Total,2015-04-29,Rural,Oshana,Male,60+,Primary,4,Oshiwambo,5.21659826,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,100.0,,,,,75.0,,,,,0.0,,,,,0.0,,,,0
1105008B01001                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Secondary,2,Oshiwambo,18.980785601944397,0,1,1,1,0,,7.0,1.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1105008B00601                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,Primary,9,Oshiwambo,80.7178391685843,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
1105008B00101                          ,Total,2015-04-29,Rural,Oshana,Female,60+,No formal education,2,Oshiwambo,71.4640321759881,1,1,1,1,0,7.0,7.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,50.0,10.0,,,,50.0,10.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1105008A02102                          ,Total,2015-04-29,Rural,Oshana,Female,60+,No formal education,6,Oshiwambo,81.34596533582291,1,1,0,1,0,5.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,1,1,1,0,0.0,20.0,250.0,10.0,,,20.0,150.0,10.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1105008A01801                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,Tertiary,9,Oshiwambo,66.9311455469397,1,1,1,1,1,7.0,5.0,4.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,1,1,1,0,0.0,10.0,800.0,80.0,,,10.0,400.0,40.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1105008A01301                          ,Total,2015-04-29,Rural,Oshana,Female,60+,Secondary,2,Oshiwambo,5.21659826,1,1,0,1,1,2.0,7.0,,3.0,3.0,gifts_friends__neighbours__relatives,own_production_garden__livestock,,bought_using_cash,bought_using_cash,1,1,1,0,0.0,10.0,400.0,20.0,,,10.0,200.0,20.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1105008A00901                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,Secondary,5,Oshiwambo,109.406724161534,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,1,1,1,0,0.0,2.0,60.0,5.0,,,2.0,60.0,5.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1105008A00601                          ,Total,2015-04-29,Rural,Oshana,Female,60+,Secondary,10,Oshiwambo,47.7472718186429,1,1,1,1,0,4.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,1,1,1,0,0.0,20.0,80.0,10.0,,,20.0,80.0,10.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1105008A00101                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Primary,7,Oshiwambo,46.9249105298814,1,1,1,1,1,3.0,7.0,3.0,7.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,1,1,1,0,0.0,10.0,40.0,5.0,,,10.0,40.0,5.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1103001B06701                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,,10,Oshiwambo,115.831286937761,1,0,0,1,0,3.0,,,7.0,,gifts_friends__neighbours__relatives,,,own_production_garden__livestock,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1
1103001B05501                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Primary,6,Oshiwambo,109.11004219485001,1,0,1,0,1,2.0,,4.0,,7.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,1,1,0,0.0,,400.0,80.0,,,,400.0,80.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1108077B00802                          ,Total,2015-04-29,Rural,Oshana,Female,60+,No formal education,7,Oshiwambo,27.215730310324503,1,0,0,0,0,2.0,,,,,bought_using_cash,,,,,0,1,0,0,0.0,,500.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1301050A00301                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Primary,9,Nama/Damara,29.716754098274304,1,1,1,1,1,7.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108077B01601                          ,Total,2015-04-29,Rural,Oshana,Male,18-59,Primary,7,Oshiwambo,65.0818171371903,0,0,1,0,0,,,2.0,,,,,bought_using_cash,,,1,1,1,0,0.0,1.0,5.0,1.0,,,1.0,5.0,1.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1108077B03201                          ,Total,2015-04-29,Rural,Oshana,Female,18-59,Secondary,8,Oshiwambo,23.894298405222894,0,0,0,0,0,,,,,,,,,,,0,1,1,0,0.0,,400.0,80.0,,,,200.0,80.0,,,,80.0,0.0,,,,0.0,0.0,,,0
0701007A01201                          ,Total,2015-04-29,Rural,Kunene,Female,18-59,No formal education,1,Otjiherero,35.2209033468895,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050A00901                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Secondary,10,Nama/Damara,39.51143264312171,1,1,1,1,0,7.0,1.0,6.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050A02201                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,60+,No formal education,4,Nama/Damara,67.661989635076,1,0,1,0,0,7.0,,2.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050A02901                          ,Total,2015-04-29,Urban,Otjozondjupa,Male,18-59,Secondary,10,Nama/Damara,71.4428393171803,1,0,1,0,0,2.0,,1.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050A03501                          ,Total,2015-04-29,Urban,Otjozondjupa,Male,18-59,Secondary,7,Nama/Damara,50.5628780225041,1,0,1,0,1,7.0,,2.0,,7.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B00401                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Primary,9,Oshiwambo,26.930930047541494,1,0,1,1,1,7.0,,4.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B01101                          ,Total,2015-04-29,Urban,Otjozondjupa,Male,18-59,Primary,4,Otjiherero,78.14923385960431,1,1,1,1,1,2.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B01901                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Secondary,7,Otjiherero,31.562732259409,1,0,1,1,0,7.0,,2.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B02601                          ,Total,2015-04-29,Urban,Otjozondjupa,Male,18-59,Secondary,7,Nama/Damara,56.3491003230653,1,0,1,1,1,2.0,,7.0,4.0,4.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,1,0,0,0,0.0,3.0,,,,,3.0,,,,,0.0,,,,,0.0,,,,,0
0701007A00501                          ,Total,2015-04-29,Rural,Kunene,Female,18-59,No formal education,1,Otjiherero,86.0468380887157,0,1,0,1,0,,7.0,,2.0,,,bought_using_cash,,bought_on_credit,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B03101                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Secondary,9,Nama/Damara,44.1189328528157,1,0,1,1,1,2.0,,1.0,7.0,2.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0609029B02002                          ,Total,2015-04-29,Urban,Khomas,Male,18-59,Secondary,10,Nama/Damara,46.9017022361834,1,0,1,1,1,7.0,,3.0,7.0,7.0,from_employer,,from_employer,from_employer,from_employer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007A02101                          ,Total,2015-04-29,Rural,Kunene,Male,18-59,No formal education,1,Otjiherero,78.89025137670279,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007A02601                          ,Total,2015-04-29,Rural,Kunene,Female,18-59,No formal education,3,Otjiherero,19.9682843306109,1,1,1,1,0,1.0,7.0,1.0,7.0,,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007A03201                          ,Total,2015-04-29,Rural,Kunene,Female,18-59,Secondary,4,Oshiwambo,15.952005300771699,1,0,1,1,1,7.0,,3.0,7.0,2.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007B00201                          ,Total,2015-04-29,Rural,Kunene,Male,60+,No formal education,1,Otjiherero,47.85548782952479,0,0,0,1,0,,,,7.0,,,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007B00901                          ,Total,2015-04-29,Rural,Kunene,Male,60+,,1,Otjiherero,108.614931780563,1,0,0,1,0,4.0,,,5.0,,bought_on_credit,,,bought_on_credit,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007B01201                          ,Total,2015-04-29,Rural,Kunene,Female,18-59,No formal education,1,Otjiherero,41.3241182289543,1,0,0,1,1,7.0,,,7.0,4.0,bought_using_cash,,,bought_using_cash,gifts_friends__neighbours__relatives,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007B01701                          ,Total,2015-04-29,Rural,Kunene,Male,18-59,No formal education,1,Otjiherero,48.0415629733254,1,0,0,1,0,4.0,,,1.0,,asking_for_help_from_others,,,asking_for_help_from_others,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0701007B02001                          ,Total,2015-04-29,Rural,Kunene,Male,18-59,No formal education,1,Otjiherero,32.8388203382099,1,0,0,1,0,5.0,,,5.0,,food_assistance_government__charity,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1301050B03701                          ,Total,2015-04-29,Urban,Otjozondjupa,Female,18-59,Secondary,9,Afrikaans,26.3066034916892,1,0,1,1,1,7.0,,3.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1208013B04001                          ,Total,2015-04-29,Rural,Oshikoto,Female,60+,Primary,6,Oshiwambo,41.4545603111971,1,1,0,1,0,1.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
0701007A00201                          ,Total,2015-04-29,Rural,Kunene,Male,18-59,No formal education,3,Otjiherero,41.6172656402015,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021A01801                          ,Total,2015-04-29,Urban,Oshikoto,Female,18-59,Secondary,3,Nama/Damara,74.16998451192941,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015A01001                          ,Total,2015-04-29,Rural,Erongo,Male,18-59,Primary,4,Nama/Damara,145.195272663869,0,1,1,0,0,,5.0,3.0,,,,bought_using_cash,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015A02401                          ,Total,2015-04-29,Rural,Erongo,Male,18-59,Tertiary,10,Otjiherero,98.95181042793399,1,1,1,1,1,3.0,5.0,4.0,2.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015A03201                          ,Total,2015-04-29,Rural,Erongo,Female,18-59,Secondary,9,Nama/Damara,47.129498037406904,1,1,0,1,1,5.0,7.0,,5.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015A04201                          ,Total,2015-04-29,Rural,Erongo,Female,18-59,Secondary,10,Afrikaans,69.9739227431609,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C00401                          ,Total,2015-04-29,Rural,Erongo,Male,18-59,Tertiary,7,Nama/Damara,94.225102411796,1,0,1,0,1,2.0,,5.0,,5.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C01601                          ,Total,2015-04-29,Rural,Erongo,Male,18-59,Secondary,6,Nama/Damara,107.75437153458999,0,0,1,0,0,,,5.0,,,,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C02701                          ,Total,2015-04-29,Rural,Erongo,Female,18-59,Primary,8,Nama/Damara,47.5812185700852,1,0,0,0,0,4.0,,,,,gifts_friends__neighbours__relatives,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C03602                          ,Total,2015-04-29,Rural,Erongo,Female,18-59,Secondary,7,Nama/Damara,50.582406091486504,1,0,1,0,1,7.0,,7.0,,7.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C04301                          ,Total,2015-04-29,Rural,Erongo,Female,18-59,Secondary,6,Nama/Damara,80.28393368632179,1,0,1,0,0,3.0,,7.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021A01002                          ,Total,2015-04-29,Urban,Oshikoto,Male,18-59,Secondary,10,Oshiwambo,74.0314335359549,1,0,1,1,0,7.0,,4.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202015C06901                          ,Total,2015-04-29,Rural,Erongo,Male,18-59,Secondary,2,Nama/Damara,152.743956390944,1,1,1,0,0,3.0,3.0,1.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B05203                          ,Total,2015-04-29,Urban,Oshikoto,Female,18-59,Secondary,8,Oshiwambo,83.1868006185365,1,1,0,1,1,7.0,2.0,,7.0,3.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B04802                          ,Total,2015-04-29,Urban,Oshikoto,Male,18-59,Secondary,4,Rukavango,70.5254577304229,1,1,1,1,0,2.0,6.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B03601                          ,Total,2015-04-29,Urban,Oshikoto,Female,18-59,Primary,8,Nama/Damara,5.60571428,0,1,1,0,0,,5.0,7.0,,,,bought_using_cash,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B02503                          ,Total,2015-04-29,Urban,Oshikoto,Female,18-59,Secondary,8,Oshiwambo,110.1815598672,1,1,1,1,1,7.0,6.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B01301                          ,Total,2015-04-29,Urban,Oshikoto,Male,60+,No formal education,2,Oshiwambo,5.60571428,1,1,0,1,0,6.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021B00201                          ,Total,2015-04-29,Urban,Oshikoto,Female,60+,No formal education,6,Oshiwambo,105.471031272863,1,1,1,1,1,7.0,7.0,2.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211021A05301                          ,Total,2015-04-29,Urban,Oshikoto,Female,18-59,Secondary,8,Nama/Damara,66.7691316864064,1,1,1,1,1,7.0,7.0,5.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
