hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
1306090B00201                          ,Total,2016-01-10,Rural,Otjozondjupa,Male,18-59,Primary,8,Oshiwambo,16.1958838066429,1,1,1,1,1,1.0,7.0,3.0,7.0,3.0,bought_using_cash,bought_using_cash,from_employer,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034A00401                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Tertiary,10,German,18.5150469393544,1,1,1,1,1,5.0,7.0,3.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004B01201                          ,Total,2016-01-10,Urban,Omaheke,Male,18-59,No formal education,2,Otjiherero,39.1624197023815,0,1,0,1,1,,7.0,,7.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A02601                          ,Total,2016-01-10,Urban,Omaheke,Female,18-59,No formal education,2,Nama/Damara,35.4386051692195,1,0,0,0,0,1.0,,,,,bought_using_cash,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A03801                          ,Total,2016-01-10,Urban,Omaheke,Female,18-59,Primary,1,Nama/Damara,81.1919121846292,0,1,1,1,0,,7.0,4.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1407010B05601                          ,Total,2016-01-10,Rural,Zambezi,Male,18-59,Primary,4,Zambezi languages,30.7149732462221,0,1,1,1,0,,7.0,1.0,7.0,,,food_assistance_government__charity,bought_using_cash,bought_using_cash,,1,0,0,0,0.0,200.0,,,,,180.0,,,,,20.0,,,,,0.0,,,,,0
0101005B04801                          ,Total,2016-01-10,Urban,!Karas,Female,18-59,Secondary,9,Afrikaans,79.7068340341512,1,1,1,1,0,7.0,6.0,4.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306090A00105                          ,Total,2016-01-10,Rural,Otjozondjupa,Male,18-59,No formal education,2,Rukavango,7.2938166129682385,0,1,0,1,0,,7.0,,7.0,,,bought_on_credit,,bought_on_credit,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034B00401                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Secondary,5,Oshiwambo,21.608146453396607,1,1,0,1,1,4.0,7.0,,7.0,7.0,bought_using_cash,from_employer,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034B00302                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Primary,9,Rukavango,16.5012954549059,0,1,1,1,1,,7.0,1.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034A00501                          ,Total,2016-01-10,Rural,Erongo,Female,18-59,Secondary,8,Nama/Damara,19.9574133844485,1,1,1,1,1,3.0,1.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034B00301                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Secondary,10,Afrikaans,16.7418766599895,1,1,0,1,1,2.0,1.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034A01002                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Secondary,6,Nama/Damara,26.686048268601603,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034A00503                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,No formal education,8,Oshiwambo,21.4435867828651,1,1,0,1,1,1.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A05301                          ,Total,2016-01-10,Urban,Omaheke,Female,18-59,No formal education,3,Nama/Damara,55.2485388047565,1,1,0,1,0,3.0,7.0,,2.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A07001                          ,Total,2016-01-10,Urban,Omaheke,Male,18-59,Primary,2,Nama/Damara,59.9067036058181,1,1,0,0,0,2.0,7.0,,,,bought_using_cash,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A08501                          ,Total,2016-01-10,Urban,Omaheke,Male,18-59,Secondary,5,Rukavango,90.6223030337965,0,1,0,1,1,,7.0,,7.0,4.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A09601                          ,Total,2016-01-10,Urban,Omaheke,Female,18-59,No formal education,4,Rukavango,64.3198669380121,1,1,1,1,1,7.0,7.0,1.0,7.0,1.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004B00101                          ,Total,2016-01-10,Urban,Omaheke,Male,18-59,No formal education,7,Nama/Damara,81.12103346015991,0,0,1,1,1,,,1.0,7.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0203034A01102                          ,Total,2016-01-10,Rural,Erongo,Male,18-59,Secondary,3,Otjiherero,30.254444205138803,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1403008A00101                          ,Total,2016-01-10,Rural,Zambezi,Male,18-59,Primary,7,Zambezi languages,21.1844925870083,1,1,1,1,0,3.0,7.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306090A00202                          ,Total,2016-01-11,Rural,Otjozondjupa,Male,18-59,No formal education,7,Nama/Damara,14.789670986007199,0,1,1,1,0,,1.0,1.0,2.0,,,bought_on_credit,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A08001                          ,Total,2016-01-11,Urban,Omaheke,Female,18-59,Secondary,8,Nama/Damara,66.9867602179777,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049B04201                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Secondary,8,Other African,30.689701015956697,1,1,1,1,1,7.0,4.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049B05201                          ,Total,2016-01-11,Urban,Omaheke,Female,18-59,Secondary,8,Otjiherero,50.3735007751087,1,1,1,1,1,7.0,4.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A00901                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Secondary,8,Afrikaans,35.4532294575785,1,1,0,1,1,7.0,7.0,,7.0,1.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A02901                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Primary,3,Nama/Damara,42.7614268895621,1,1,1,1,1,3.0,7.0,1.0,2.0,2.0,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A04301                          ,Total,2016-01-11,Urban,Omaheke,Female,18-59,Tertiary,8,Otjiherero,89.6620850243338,1,1,1,1,1,7.0,3.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A02001                          ,Total,2016-01-11,Urban,Omaheke,Male,60+,Tertiary,7,Afrikaans,47.3009014911856,1,1,1,1,1,7.0,3.0,2.0,7.0,1.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A06601                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Secondary,10,Afrikaans,49.85032368822829,1,1,0,1,1,1.0,4.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049B00101                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Secondary,7,Nama/Damara,46.0415329401324,1,1,1,1,1,7.0,4.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049B01501                          ,Total,2016-01-11,Urban,Omaheke,Female,18-59,Secondary,8,Other African,37.7186152240899,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049B03201                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Tertiary,8,Otjiherero,58.4017088323954,0,1,1,1,1,,7.0,3.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903049A05401                          ,Total,2016-01-11,Urban,Omaheke,Male,18-59,Primary,6,Nama/Damara,58.0133141079634,1,1,1,1,1,5.0,3.0,4.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088B00901                          ,Total,2016-01-12,Urban,Khomas,Male,18-59,,10,Other African,87.2390736978037,1,1,1,1,1,7.0,3.0,4.0,7.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306090A00201                          ,Total,2016-01-12,Rural,Otjozondjupa,Male,60+,Secondary,10,Afrikaans,7.24686319145747,1,1,1,1,1,5.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088A03601                          ,Total,2016-01-12,Urban,Khomas,Male,18-59,Secondary,10,Afrikaans,78.41976759860471,1,0,1,1,0,2.0,,5.0,3.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088A04901                          ,Total,2016-01-12,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,90.86968782520941,1,1,1,1,1,7.0,3.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0306013A04601                          ,Total,2016-01-12,Urban,Hardap,Male,18-59,Secondary,8,Afrikaans,55.9799910102202,1,1,1,1,1,7.0,5.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0306013B00701                          ,Total,2016-01-12,Urban,Hardap,Male,18-59,Secondary,10,Afrikaans,33.2240632265719,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088B02401                          ,Total,2016-01-12,Urban,Khomas,Female,18-59,Secondary,10,English,76.3253743398211,1,0,0,1,1,2.0,,,5.0,7.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B02301                          ,Total,2016-01-12,Urban,Khomas,Male,18-59,Secondary,4,Otjiherero,167.86015537772698,1,1,1,1,1,7.0,7.0,2.0,7.0,6.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088B04201                          ,Total,2016-01-12,Urban,Khomas,Male,18-59,Secondary,10,Afrikaans,84.2071556804467,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B01701                          ,Total,2016-01-12,Urban,Khomas,Female,18-59,Secondary,7,Afrikaans,82.5915667732746,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B01201                          ,Total,2016-01-12,Urban,Khomas,Female,60+,Primary,8,Oshiwambo,128.473059419711,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B00702                          ,Total,2016-01-12,Urban,Khomas,Female,18-59,Tertiary,8,Oshiwambo,68.270349931454,1,0,1,1,1,7.0,,4.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B00401                          ,Total,2016-01-12,Urban,Khomas,Female,18-59,Tertiary,9,Oshiwambo,88.72593204163941,1,1,1,1,1,7.0,4.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603021B02405                          ,Total,2016-01-12,Urban,Khomas,Female,18-59,Tertiary,9,Oshiwambo,54.3023318938309,1,1,1,1,0,7.0,4.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088B03001                          ,Total,2016-01-14,Urban,Khomas,Male,18-59,Tertiary,10,English,110.259974972607,1,0,1,1,1,2.0,,2.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610115C03101                          ,Total,2016-01-14,Urban,Khomas,Female,18-59,Tertiary,10,Afrikaans,18.033608911923803,0,0,0,1,1,,,,7.0,7.0,,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088A02201                          ,Total,2016-01-14,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,43.9630783096837,1,0,0,1,1,7.0,,,7.0,7.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0608088A00501                          ,Total,2016-01-14,Urban,Khomas,Male,18-59,Secondary,10,Afrikaans,56.70933316989671,1,1,1,1,0,4.0,4.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004B04801                          ,Total,2016-01-15,Urban,Omaheke,Male,18-59,Secondary,3,Rukavango,55.5392540382979,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903004A01101                          ,Total,2016-01-15,Urban,Omaheke,Male,18-59,Secondary,6,Setswana,70.4018966445083,1,1,1,1,0,2.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B01801                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Secondary,8,Oshiwambo,95.49330802650793,1,1,0,1,1,3.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011A02401                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Secondary,9,Oshiwambo,52.890764268950605,0,1,1,1,1,,5.0,3.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011A01601                          ,Total,2016-01-23,Urban,Oshana,Female,60+,Primary,8,Other African,119.727849013743,1,1,1,1,1,7.0,3.0,4.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011A01303                          ,Total,2016-01-23,Urban,Oshana,Male,18-59,Primary,9,Oshiwambo,76.1620681414287,1,1,0,1,1,3.0,3.0,,2.0,1.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A01801                          ,Total,2016-01-23,Urban,Khomas,Female,18-59,Secondary,8,Nama/Damara,97.05890943069859,1,1,1,0,1,6.0,4.0,3.0,,7.0,bought_using_cash,bought_using_cash,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A01201                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Secondary,6,Oshiwambo,97.48071506266199,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A00701                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Secondary,9,Afrikaans,82.6270853759303,1,0,1,1,1,2.0,,2.0,6.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A00201                          ,Total,2016-01-23,Urban,Khomas,Female,18-59,Secondary,9,Otjiherero,70.4069180644604,1,1,1,1,1,3.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088B03001                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Secondary,6,Otjiherero,101.156871269901,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088B03501                          ,Total,2016-01-23,Urban,Khomas,Female,18-59,Secondary,8,Otjiherero,84.3054003668227,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A02401                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,,8,Otjiherero,79.6093532435877,1,1,1,1,1,1.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036A00101                          ,Total,2016-01-23,Rural,Omusati,Female,60+,No formal education,6,Oshiwambo,41.886507868086,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,150.0,,,,,150.0,,,,,0.0,,,,,0.0,,,,0
1003036A00602                          ,Total,2016-01-23,Rural,Omusati,Female,60+,No formal education,5,Oshiwambo,54.6875276789562,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036A01101                          ,Total,2016-01-23,Rural,Omusati,Male,60+,No formal education,1,Oshiwambo,90.9292574559738,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036A01601                          ,Total,2016-01-23,Rural,Omusati,Female,18-59,Secondary,8,Oshiwambo,31.020277904850396,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036A02201                          ,Total,2016-01-23,Rural,Omusati,Male,60+,Primary,5,Oshiwambo,73.53476573257379,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
1003036A02701                          ,Total,2016-01-23,Rural,Omusati,Male,60+,Primary,8,Oshiwambo,35.1182264770485,1,1,0,1,0,5.0,1.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
0604088B04101                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Tertiary,7,Otjiherero,90.47491572912293,1,1,1,1,1,7.0,7.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036A03301                          ,Total,2016-01-23,Rural,Omusati,Female,60+,No formal education,4,Oshiwambo,35.2978298401717,0,1,1,1,0,,7.0,2.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036B00401                          ,Total,2016-01-23,Rural,Omusati,Female,60+,Primary,3,Oshiwambo,5.33371203,0,1,1,1,0,,7.0,3.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088A03401                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Secondary,7,Oshiwambo,71.9871829255715,1,1,1,1,1,7.0,7.0,3.0,3.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036B01101                          ,Total,2016-01-23,Rural,Omusati,Female,60+,Primary,5,Oshiwambo,54.079353490277605,1,1,1,1,0,1.0,7.0,2.0,7.0,,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,100.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1003036B01701                          ,Total,2016-01-23,Rural,Omusati,Male,60+,No formal education,1,Oshiwambo,144.990380700658,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036B02201                          ,Total,2016-01-23,Rural,Omusati,Female,18-59,Primary,3,Oshiwambo,55.4685496134908,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003036B02701                          ,Total,2016-01-23,Rural,Omusati,Female,60+,No formal education,6,Oshiwambo,28.6766953015104,1,1,0,1,0,1.0,7.0,,7.0,,bought_using_cash,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B01302                          ,Total,2016-01-23,Urban,Oshana,Male,18-59,Secondary,10,Oshiwambo,97.83101328718521,1,1,1,1,0,3.0,2.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011A03101                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Secondary,5,Oshiwambo,74.6922933531644,0,1,0,1,1,,4.0,,7.0,6.0,,gifts_friends__neighbours__relatives,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B00101                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Secondary,8,Oshiwambo,55.46655357634,1,1,1,1,1,2.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011A00701                          ,Total,2016-01-23,Urban,Oshana,Male,60+,No formal education,7,Oshiwambo,156.435976379175,0,1,0,1,0,,3.0,,3.0,,,gifts_friends__neighbours__relatives,,gifts_friends__neighbours__relatives,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B03901                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Primary,2,Oshiwambo,104.16697071372299,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B00501                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Tertiary,8,Oshiwambo,79.90639663146959,1,1,0,1,1,7.0,7.0,,7.0,2.0,bought_using_cash,gifts_friends__neighbours__relatives,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B03201                          ,Total,2016-01-23,Urban,Oshana,Female,18-59,Secondary,9,Oshiwambo,74.78389263248471,1,1,0,1,1,1.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088B00601                          ,Total,2016-01-23,Urban,Khomas,Female,18-59,Secondary,6,Otjiherero,27.4449588980822,1,1,1,1,1,4.0,7.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088B01401                          ,Total,2016-01-23,Urban,Khomas,Female,18-59,Secondary,3,Otjiherero,71.9440371665188,1,1,1,1,1,5.0,7.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0604088B02101                          ,Total,2016-01-23,Urban,Khomas,Male,18-59,Secondary,9,Otjiherero,85.42483603704241,1,1,0,1,1,7.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108011B02101                          ,Total,2016-01-23,Urban,Oshana,Male,18-59,Primary,6,Oshiwambo,113.003854868151,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,450.0,,,,,0.0,,,,,0.0,,,,0
0502009A04301                          ,Total,2016-01-24,Rural,Kavango West,Female,60+,No formal education,7,Rukavango,2.10899064,0,1,1,1,0,,7.0,1.0,7.0,,,gifts_friends__neighbours__relatives,bought_using_cash,gifts_friends__neighbours__relatives,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
1302010A01901                          ,Total,2016-01-24,Urban,Otjozondjupa,Male,18-59,Secondary,6,Rukavango,64.34361491582659,0,1,0,0,1,,7.0,,,1.0,,bought_using_cash,,,bought_using_cash,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
